"var004","var031","var145","var189","target","var005","var008","var009","var024","var044","var045","var072","var074","var125","var130","var170","var175","var178","target"
"b","0","0","1",-0.547,8.96,0.608,-1.25,5.96,16,3.05,10.5,5.43,6.08,-1.51,16.7,-1.73,-6.19,-0.547
"c","0","0","0",-0.589,8.97,2.06,-3.73,6.15,13.5,9.28,10.6,11.3,6.32,-1.71,5.95,-2.03,-7.61,-0.589
"c","1","0","0",0.997,8.99,-0.517,-2.96,6.33,8.39,12.5,12.7,1.08,6.61,-1.84,20,-2.36,-7.03,0.997
"b","0","1","1",2.53,9.03,2.73,-9.1,6.5,16.1,11.7,0.3,3.52,6.94,-1.9,20.9,-2.69,-5.28,2.53
"b","1","1","0",-0.904,9.07,0.276,1.17,6.6,1.66,5.48,5.28,4.98,7.28,-1.9,22.4,-2.97,-7.03,-0.904
"b","0","1","0",-0.404,9.12,-0.083,2.39,6.63,7.94,7.82,14,30,7.59,-1.85,9.88,-3.17,-6.9,-0.404
"b","1","1","1",-0.519,9.17,-0.0305,-4.56,6.57,10.3,9.21,6.02,16.6,7.83,-1.78,9.44,-3.25,-7.06,-0.519
"b","1","0","0",-0.348,9.21,0.495,-3.72,6.45,10.8,7.99,8.39,28,7.98,-1.74,11.7,-3.18,-8.01,-0.348
"b","1","0","0",-0.814,9.22,0.62,1.46,6.27,9.51,13.6,3.99,4.92,8.03,-1.73,10.9,-2.97,-7.06,-0.814
"b","1","1","0",0.0275,9.21,0.00846,-4.05,6.07,15.2,6.68,2.13,24.2,8,-1.79,6.65,-2.62,-7.49,0.0275
"c","0","1","0",-0.862,9.18,-0.513,-2.85,5.89,3.04,9.63,4.89,16,7.9,-1.91,13.7,-2.18,-6.96,-0.862
"c","0","0","0",-0.262,9.14,1.98,-2.14,5.73,0.0225,11.6,4.09,16.6,7.76,-2.11,9.46,-1.72,-7.29,-0.262
"b","1","0","0",0.523,9.08,0.519,0.305,5.64,7.08,13.2,12.5,-10.7,7.61,-2.36,15,-1.28,-7.23,0.523
"b","1","0","0",0.312,9.01,0.674,-1.75,5.6,4.1,10.3,8.04,3.35,7.48,-2.66,8.72,-0.933,-7.04,0.312
"b","0","0","0",-0.106,8.95,0.325,-0.937,5.63,13.9,5.97,7.09,12.3,7.39,-2.99,12.5,-0.729,-7.67,-0.106
"b","0","1","1",-0.183,8.89,-0.028,1.3,5.72,1.72,6.94,7.86,-3.36,7.36,-3.34,15.9,-0.706,-6.18,-0.183
"b","0","0","0",0.0792,8.83,0.695,-2.67,5.87,1.95,12.7,10.1,11.6,7.38,-3.68,11.6,-0.879,-7.27,0.0792
"b","1","1","0",-0.672,8.79,0.226,5.01,6.04,11.8,6.05,-1.72,8.13,7.45,-3.97,5.47,-1.24,-5.65,-0.672
"c","1","1","0",-0.234,8.77,0.299,-4.16,6.2,3.4,2.97,8.04,1.92,7.46,-4.17,15.1,-1.76,-6.17,-0.234
"b","0","0","1",-0.655,8.76,-0.454,-5.35,6.39,0.416,11.1,-0.123,6.74,7.62,-4.24,12,-2.38,-5.8,-0.655
"b","1","0","0",-0.119,8.76,2.07,-3.57,6.51,2.05,2.82,-2.65,-0.645,7.68,-4.16,18.2,-3.03,-7.36,-0.119
"b","0","0","0",0.402,8.77,-0.396,-5.06,6.6,13.1,6.1,5.75,1.19,7.71,-3.94,12.6,-3.65,-7.37,0.402
"c","1","0","1",3.14,8.8,1.19,-1.29,6.65,11.4,11.3,8.46,6.17,7.72,-3.61,16.1,-4.15,-6.37,3.14
"b","0","0","1",0.132,8.82,2.24,5.03,6.68,-1.22,5.3,1.5,1.8,7.46,-3.2,22.3,-4.51,-8.19,0.132
"c","1","1","0",1.15,8.85,2.02,-0.132,6.69,5.3,12.6,4.57,8.57,7.7,-2.78,19.6,-4.69,-6.84,1.15
"c","1","0","1",1.05,8.87,0.928,-1.12,6.7,13.5,1.95,1.46,-11.2,7.71,-2.38,8.98,-4.74,-5.82,1.05
"b","0","0","0",0.298,8.89,1.62,-3.27,6.7,9,2.26,8.39,9.63,7.72,-2.03,14.4,-4.67,-6.98,0.298
"b","1","1","0",0.0246,8.91,2.73,-0.455,6.7,20.3,3.27,7.65,8.8,7.74,-1.76,10.6,-4.55,-6.41,0.0246
"c","0","0","0",0.515,8.92,2.63,-1.76,6.69,-2.13,6.2,11.3,4.5,7.75,-1.55,20.3,-4.4,-7.22,0.515
"c","0","1","1",2.82,8.93,-0.406,-4.06,6.66,-3.89,9.02,9.29,7.05,7.74,-1.41,16.4,-4.24,-9.92,2.82
"c","0","0","1",2.86,8.94,1.21,2.18,6.62,25.1,10.1,9.65,12.5,7.69,-1.32,14.1,-4.1,-4.88,2.86
"c","1","0","1",2.48,8.94,1.56,1.49,6.54,10.1,9.58,-1.18,16.5,7.6,-1.28,6.39,-3.96,-6.27,2.48
"b","1","0","0",-0.234,8.93,0.717,0.119,6.44,1,2.89,12.7,5.07,7.49,-1.28,15.9,-3.81,-7.65,-0.234
"b","1","1","0",-0.669,8.92,0.97,-2.7,6.32,12.7,13.5,15.9,23.8,7.36,-1.31,12.9,-3.65,-6.37,-0.669
"b","1","1","1",-1.3,8.9,2.08,0.567,6.18,3.62,3.28,7.58,14.5,7.23,-1.38,7.3,-3.45,-8.19,-1.3
"b","0","1","0",1.09,8.89,2.08,-2.05,6.05,16,10.5,8.09,13.7,7.13,-1.47,20.4,-3.23,-6.12,1.09
"b","0","1","0",-0.881,8.88,2.61,-2.16,5.94,27.4,4.62,3.97,2.35,7.07,-1.57,11.9,-3,-7.63,-0.881
"b","0","1","0",0.735,8.88,2.34,-2.65,5.86,20.5,7.73,5.06,-0.301,7.05,-1.67,23,-2.77,-7.03,0.735
"b","1","1","1",-1.47,8.9,1.76,-3.11,5.82,0.321,1.35,9.35,-0.247,7.08,-1.77,6.89,-2.58,-7.13,-1.47
"c","0","0","0",-0.127,8.93,1.04,0.0759,5.84,1.76,14,5.99,24.2,7.15,-1.84,13.1,-2.46,-7.77,-0.127
"b","0","0","1",0.609,8.98,1.83,-1.9,5.9,6.72,10.3,3.51,17.4,7.25,-1.89,11.7,-2.41,-9,0.609
"b","0","1","0",-1.39,9.05,2.56,0.906,6.01,16.1,1.43,4.85,-0.265,7.35,-1.89,18.6,-2.47,-7.51,-1.39
"c","1","1","1",1.68,9.12,-0.0756,-1.35,6.14,10.6,12.9,7.01,23.6,7.43,-1.86,5.32,-2.64,-6.02,1.68
"b","1","0","0",0.0977,9.19,2.48,-3.66,6.3,12.9,1.96,8.72,17.8,7.45,-1.78,8.62,-2.9,-6.11,0.0977
"b","0","1","1",-0.543,9.25,2.26,-6.36,6.46,-4.89,2.26,9.38,12.2,7.39,-1.67,14.1,-3.24,-6.38,-0.543
"b","1","0","1",0.548,9.3,2.05,-0.418,6.61,7.35,12.5,13.3,17.5,7.25,-1.53,11.7,-3.62,-6.47,0.548
"b","0","0","1",0.577,9.33,2.53,-2.43,6.74,6.75,13.7,10.1,14.7,7.02,-1.38,8.32,-3.99,-7.66,0.577
"b","1","0","1",-0.519,9.34,0.112,-4.86,6.85,2.13,7.73,14.6,15.9,6.74,-1.22,13.8,-4.31,-6.65,-0.519
"b","0","1","0",-0.272,9.33,1.64,-1.65,6.92,11.9,3.25,5.93,3.1,6.44,-1.07,8.92,-4.53,-9.84,-0.272
"b","0","0","0",-0.956,9.3,1.7,0.399,6.96,-8.67,9.14,8.6,3.97,6.18,-0.919,15.5,-4.62,-5.76,-0.956
"b","0","1","0",-0.407,9.26,-0.245,-3.25,6.94,10.2,11.6,2.16,2.07,5.99,-0.777,20.6,-4.58,-6.71,-0.407
"b","0","0","0",0.347,9.21,2.56,1.46,6.88,23.2,9.27,4.76,6.23,5.91,-0.654,6.63,-4.43,-7.49,0.347
"b","0","1","1",-0.629,9.16,-0.36,-2.85,6.77,14.6,13.3,4.4,-9.35,5.96,-0.563,8.15,-4.18,-7.34,-0.629
"b","0","0","0",-0.854,9.11,-0.473,-1.08,6.62,0.098,3.22,8.77,13.2,6.13,-0.516,11,-3.86,-6.41,-0.854
"c","1","1","1",2.4,9.08,2.01,-3.73,6.44,3.58,5.72,9.24,-10.8,6.41,-0.52,9.74,-3.5,-7.43,2.4
"c","0","1","0",0.359,9.06,2.53,-2.54,6.27,16.5,8.56,8.12,12.1,6.78,-0.578,18.4,-3.16,-7.46,0.359
"b","1","1","1",0.751,9.05,-0.189,0.822,6.11,8.46,12.4,11.5,-0.298,7.22,-0.692,21.7,-2.85,-6.88,0.751
"c","0","1","0",-1.25,9.05,1.76,-1.81,5.98,11.4,1.17,8.63,3.37,7.69,-0.86,6.92,-2.6,-7.97,-1.25
"b","1","1","1",-0.516,9.05,1.44,0.95,5.91,11.6,2.85,2.94,13.7,8.16,-1.07,11,-2.44,-7.68,-0.516
"b","1","1","0",-0.445,9.05,-0.00603,-1.74,5.89,6.14,7.01,7.39,15.3,8.6,-1.3,20.4,-2.36,-7.45,-0.445
"b","0","0","0",0.284,9.04,1.26,-6.54,5.92,12.2,8.68,12.3,-3.28,8.99,-1.54,18.7,-2.39,-7.54,0.284
"b","0","1","0",-1.26,9.02,1.57,-0.0202,6.2,3.58,3.05,4.46,13.6,9.31,-1.76,14.5,-2.49,-7.7,-1.26
"c","1","0","0",-0.123,8.98,1.36,-1.47,6.14,6.81,4.32,12.9,-0.229,9.56,-1.95,22.9,-2.65,-7.78,-0.123
"b","0","1","1",0.273,8.94,2.23,-0.804,6.31,4.73,10.8,6.57,3.74,9.71,-2.08,5.5,-2.81,-8.35,0.273
"c","0","1","0",-1.09,8.9,0.11,-1.68,6.5,11.1,4.11,4.19,-3.01,9.75,-2.15,11.5,-2.93,-7.75,-1.09
"c","0","1","1",2.82,8.86,2.72,-0.666,6.7,-0.219,12.9,7.22,-0.293,9.69,-2.14,22.8,-2.97,-6.67,2.82
"b","1","0","0",0.0176,8.83,0.847,-5.92,6.9,-1.42,8.38,6.62,-2.63,9.52,-2.07,7.04,-2.91,-7.25,0.0176
"b","0","1","0",-0.634,8.82,1.63,1.48,7.07,5.3,2.24,10.4,6.38,9.25,-1.94,22.8,-2.73,-7.39,-0.634
"b","1","1","1",-0.788,8.83,0.581,0.545,7.21,2.32,2.82,10.1,13.5,8.9,-1.77,21.8,-2.48,-7.43,-0.788
"b","0","0","0",-1.42,8.85,0.465,1.06,7.3,9.8,2.38,9.19,9.15,8.47,-1.59,10.7,-2.21,-6.48,-1.42
"c","1","0","0",-1.41,8.89,2.2,3.54,7.32,30.3,5.24,8.31,-1.55,8.02,-1.43,5.92,-1.96,-7.38,-1.41
"b","0","1","1",0.141,8.94,2.34,-3.14,7.28,6.21,3.49,6.83,1.53,7.58,-1.29,16.1,-1.79,-6.59,0.141
"b","0","0","1",0.643,8.99,0.969,-1.51,7.18,5.26,7.26,13.1,21.3,7.2,-1.22,19.8,-1.71,-6.52,0.643
"b","1","0","0",-1.3,9.04,1.6,0.198,7.02,23.6,2.1,10.7,-1.73,6.9,-1.22,12.6,-1.76,-7.19,-1.3
"c","0","0","0",0.88,9.07,0.885,-0.812,6.84,16.7,8.02,11.1,22,6.72,-1.31,22.6,-1.94,-7.15,0.88
"b","1","0","0",-0.53,9.09,1.79,4.96,6.66,-0.522,7.24,4.23,15.9,6.66,-1.49,21.9,-2.26,-7.59,-0.53
"b","1","0","1",-0.884,9.1,0.439,-1.63,6.5,18.3,11.6,4.54,8.67,6.72,-1.75,12.1,-2.71,-8.95,-0.884
"b","1","0","1",-0.0224,9.1,-0.494,-3.67,6.41,12.6,5.91,8.69,-1.03,6.88,-2.08,19.2,-3.27,-8.08,-0.0224
"b","0","1","1",0.134,9.1,1.26,-3.33,6.37,-14.4,8.63,7.18,32.9,7.12,-2.46,20.3,-3.89,-5.66,0.134
"b","0","0","0",-1.31,9.08,-0.281,3.33,6.4,19.1,2.7,11,-0.846,7.4,-2.86,21.2,-4.52,-6.26,-1.31
"b","0","1","0",-0.66,9.06,-0.0951,-1.12,6.48,11.6,5.04,-0.995,8.63,7.68,-3.26,10,-5.12,-9.04,-0.66
"b","0","0","0",-0.148,9.03,2.74,-0.369,6.59,3.54,11.2,11.5,9.38,7.93,-3.62,14.5,-5.62,-6.32,-0.148
"b","0","0","0",-0.311,9,0.478,2.32,6.72,13.6,4.73,4.86,13.2,8.11,-3.94,10.4,-5.98,-6.81,-0.311
"b","0","1","0",-0.775,8.95,2.35,-2.11,6.84,7.69,2.04,3.16,0.526,8.2,-4.19,17.5,-6.16,-6.71,-0.775
"b","0","0","1",0.805,8.91,-0.0256,-1.01,6.95,-0.569,13.2,4.26,24,8.18,-4.34,19,-6.14,-6.67,0.805
"c","1","0","0",-0.376,8.86,-0.111,1.49,7.03,8.31,1.35,2.21,-11.6,7.46,-4.38,9.88,-5.93,-7.34,-0.376
"c","0","0","0",-1.3,8.81,1.11,-1.97,7.09,17.3,8.59,4.7,-12.4,7.88,-4.32,9.49,-5.56,-6.35,-1.3
"b","0","0","0",0.0959,8.76,0.624,-0.937,7.12,14.2,7.87,6.27,-6.5,7.64,-4.17,5.5,-5.05,-5.86,0.0959
"b","1","1","1",-0.276,8.73,0.397,2.21,7.13,-8.56,5.13,11.5,10.3,7.38,-3.94,23.5,-4.46,-7.33,-0.276
"b","0","1","1",-1.09,8.7,2.58,-4.28,7.1,8.89,2.69,9.23,14.5,7.12,-3.66,14.2,-3.83,-4.75,-1.09
"c","0","1","0",0.164,8.69,0.715,-0.883,7.06,2.45,11.3,10.7,-6.64,6.88,-3.35,21.4,-3.18,-7.85,0.164
"c","0","0","0",0.564,8.69,-0.32,-6.31,7.01,12.4,8.48,12,4.96,6.68,-3.03,5.24,-2.53,-5.62,0.564
"b","0","1","1",0.855,8.71,1.04,-5.64,6.94,4.63,1.67,10.4,5.3,6.54,-2.71,15.7,-1.92,-8.12,0.855
"c","0","0","1",3.01,8.75,0.836,-4.08,6.86,15.1,11.1,3.82,-2.94,6.48,-2.41,23.5,-1.37,-6.12,3.01
"c","0","0","0",0.138,8.8,1.04,2.12,6.77,-0.0178,11.3,9.02,8.83,6.5,-2.12,13.6,-0.892,-7.03,0.138
"b","1","1","0",-0.198,8.86,2.01,-0.0658,6.65,13.2,11.9,12.5,9.3,6.61,-1.86,15.6,-0.524,-5.23,-0.198
"c","0","0","0",0.115,8.93,2.26,0.185,6.51,4.01,9.43,1.05,14.1,6.77,-1.63,15.5,-0.284,-7.93,0.115
"b","1","0","0",1.62,9,-0.312,-4.53,6.36,8.27,13.8,7.44,5.04,6.97,-1.44,23.2,-0.185,-7.65,1.62
"b","0","0","0",0.0323,9.05,0.87,3.8,6.2,11.9,8.61,5.83,10.3,7.18,-1.3,15.3,-0.235,-6.99,0.0323
"b","0","1","0",-1.05,9.1,2.24,5.64,6.04,8.5,6.37,9.84,9.74,7.36,-1.22,16.6,-0.429,-6.8,-1.05
"b","0","1","0",0.57,9.14,-0.0425,-4.5,5.92,0.98,5.39,9.16,1.05,7.49,-1.21,20.8,-0.752,-6.92,0.57
"b","0","1","0",-2.04,9.16,-0.302,2.58,5.83,18.9,2.35,2.76,6.36,7.58,-1.27,10.8,-1.18,-6.53,-2.04
"c","1","0","0",-0.0766,9.17,0.8,1.16,5.79,17.4,9.71,5.51,5.44,7.61,-1.4,12.3,-1.67,-7.31,-0.0766
"b","1","1","0",0.297,9.18,-0.224,-2.5,5.8,14,10.9,12.3,12.4,7.6,-1.58,5.88,-2.2,-6.76,0.297
"c","0","0","0",0.81,9.17,0.981,-2.29,5.87,3.68,8.26,1.52,-11.6,7.54,-1.81,23,-2.71,-6.22,0.81
"b","1","0","0",-0.585,9.16,0.335,-2.8,5.98,1.08,5.15,-0.335,26.5,7.42,-2.05,16,-3.17,-9.09,-0.585
"b","1","1","1",0.761,9.14,1.51,-3.09,6.12,13.3,12.7,16,13.2,7.26,-2.3,15,-3.59,-9.58,0.761
"b","0","1","0",-0.884,9.12,1.55,-1.33,6.27,10.9,9.32,10.8,-8.36,7.03,-2.56,10.2,-3.94,-7.15,-0.884
"b","1","0","1",0.013,9.09,1.14,-3.3,6.2,2.37,5.83,12.3,-7.57,6.73,-2.81,13.9,-4.25,-7.05,0.013
"b","1","0","1",-0.0632,9.06,2.44,-4.27,6.56,14.8,13.8,10.3,3.37,6.38,-3.06,18,-4.51,-7.43,-0.0632
"b","1","0","1",0.304,9.02,1.41,-2.69,6.66,17.4,7.71,3.96,11.2,5.99,-3.29,11.4,-4.73,-6.92,0.304
"b","0","0","0",-0.588,8.98,0.0683,0.946,6.73,5.32,10.8,0.734,-0.88,5.56,-3.47,9.94,-4.91,-7.74,-0.588
"c","1","0","0",1.1,8.95,1.06,-0.406,6.77,13.1,13.3,8.98,21.4,5.14,-3.61,17.4,-5.06,-6.29,1.1
"b","0","1","1",-0.573,8.91,0.878,-1.93,6.79,2.63,5.66,6.31,-2.06,4.74,-3.68,21.5,-5.19,-8.92,-0.573
"c","0","1","0",-0.27,8.89,-0.287,1.18,6.8,23,1.94,3.96,25.5,4.39,-3.67,7.7,-5.27,-5.17,-0.27
"c","0","1","0",0.372,8.88,2.03,2.51,6.79,10.1,10.8,14.6,12.1,4.11,-3.59,11.9,-5.31,-5.55,0.372
"c","1","1","0",-1.01,8.88,0.755,1.98,6.79,9.3,4.43,0.979,-4.86,3.9,-3.45,10.4,-5.29,-5.87,-1.01
"b","0","0","0",0.56,8.9,1.72,2.82,6.8,2.21,12.5,2.49,-0.169,3.78,-3.26,15.1,-5.2,-7.22,0.56
"b","0","1","1",0.169,8.94,0.975,0.515,6.82,-4.43,13.9,7.64,6.23,3.75,-3.06,16,-5.03,-6.16,0.169
"b","1","0","0",0.391,9,1.56,-2.57,6.85,9.79,1.88,12.4,-9.11,3.82,-2.87,12.7,-2.91,-6.52,0.391
"b","0","1","0",-1.12,9.06,2.05,-2.67,6.9,17.2,2.55,7.57,11.8,3.98,-2.72,6.06,-4.47,-5.74,-1.12
"c","0","0","0",0.668,9.12,1.41,-0.0678,6.96,5.81,11.8,8.41,1.86,4.24,-2.64,9.88,-4.1,-6.68,0.668
"c","0","0","0",0.212,9.18,0.403,-5.03,7.03,4.93,3.18,16,14.5,4.57,-2.63,12.2,-3.7,-7.45,0.212
"c","0","0","0",0.241,9.23,2.03,-3.73,7.11,-3.11,1.44,7.68,6.9,4.95,-2.69,17.9,-2.91,-6.69,0.241
"c","0","0","0",0.638,9.26,0.117,-3.82,7.17,5.52,14,7.22,-8.98,5.36,-2.84,5.89,-2.94,-7.11,0.638
"b","1","1","0",-0.569,9.28,1.89,3.04,7.22,7.04,10.9,3.54,2.06,5.77,-3.06,14.7,-2.63,-7.61,-0.569
"b","0","1","0",1.29,9.29,2.39,-5.9,7.25,-0.0573,7.02,9.54,4.46,6.18,-3.31,22.1,-2.38,-8.05,1.29
"c","0","1","1",1.56,9.27,-0.33,-3.82,7.27,-5.32,4.18,7.41,10.7,6.56,-3.55,10.1,-2.18,-6.07,1.56
"b","1","1","0",-0.184,9.25,1.79,-0.0661,7.26,0.336,3.77,7.41,-2.47,6.9,-3.74,22.6,-2.05,-8.87,-0.184
"c","1","0","0",-0.763,9.22,0.114,-3.88,7.24,14.4,4.78,2.16,0.573,7.18,-3.83,12.7,-2,-6.37,-0.763
"c","1","1","0",-0.1,9.18,0.626,-1.39,7.2,-2.27,8.61,5.73,5,7.41,-3.79,18.5,-2,-8.7,-0.1
"c","1","1","0",0.0573,9.15,1.05,-4.12,7.12,5.4,9.85,13.9,10.4,7.58,-3.61,5.67,-2.06,-7.03,0.0573
"c","0","0","0",0.539,9.12,1.27,4.19,7.03,18.2,6.72,7.54,7.09,7.68,-3.31,22.5,-2.15,-7.12,0.539
"b","0","1","0",-0.86,9.09,0.0756,-1.98,6.91,4.05,5.63,3.62,8.91,7.72,-2.92,15.3,-2.24,-6.59,-0.86
"c","0","1","0",-0.744,9.07,2.35,4.84,6.78,4.81,5.02,8.54,5.41,7.72,-2.45,21.1,-2.31,-6.89,-0.744
"b","0","0","1",0.505,9.07,0.08,-2.76,6.65,17.2,8.27,7.14,8.08,7.69,-1.94,10.5,-2.32,-7.33,0.505
"b","0","1","1",-0.385,9.07,2.03,-2.57,6.52,14.8,3.4,7.62,-1.22,7.64,-1.41,18.4,-2.27,-6.08,-0.385
"b","1","1","0",-0.128,9.09,0.984,4.86,6.39,4.73,7.94,5.4,4.47,7.61,-0.885,18.7,-2.14,-7.25,-0.128
"b","0","0","1",-0.927,9.12,2.1,0.855,6.29,-1.34,1.65,8.4,18.7,7.59,-0.388,15.3,-1.93,-5.88,-0.927
"c","1","1","0",-0.159,9.16,1.62,0.00642,6.21,2.58,6.73,3.84,6.32,7.61,0.0549,21.9,-1.67,-6.55,-0.159
"b","0","1","1",-0.759,9.2,0.508,1.14,6.15,8.46,4.25,6.67,-14.8,7.67,0.426,20.9,-1.38,-7.55,-0.759
"b","1","1","0",0.262,9.24,0.603,-2.33,6.13,-1.18,12.4,6.18,19.4,7.76,0.719,12.8,-1.1,-8.64,0.262
"c","1","0","0",0.668,9.27,1.63,-5.89,6.12,3.19,9.62,6.01,13.4,7.86,0.935,8.73,-0.836,-6.68,0.668
"c","0","0","1",2.74,9.28,1.4,2.31,6.12,4.78,9.34,7.1,9.6,7.97,1.08,14.5,-0.626,-6.85,2.74
"b","0","0","0",-0.0954,9.28,1.19,1.51,6.11,0.009,7.28,7.32,8.43,8.07,1.17,9.72,-0.482,-6.82,-0.0954
"c","0","1","0",0.455,9.26,2.03,0.577,6.08,-1.67,10.5,11.9,3.95,8.15,1.2,5.55,-0.411,-7.03,0.455
"b","1","1","0",-0.443,9.22,2,1.5,6.04,13.6,7.85,3.54,5.73,8.19,1.18,14.9,-2.91,-6.24,-0.443
"c","1","1","0",-0.87,9.17,-0.0123,-3.44,5.96,18,1.61,7.34,6.03,8.18,1.1,17,-0.448,-7.46,-0.87
"c","1","1","0",-1.16,9.12,-0.523,2.96,5.86,20.9,1.85,10.1,6.16,8.15,0.974,22.3,-0.514,-5.48,-1.16
"b","1","0","0",-0.492,9.06,2.63,2.82,5.74,2.05,6.27,6.4,4.4,8.11,0.802,13.8,-0.571,-6.16,-0.492
"b","0","1","1",0.635,9.02,1.99,-5.3,5.61,16.2,7.03,6.72,2.2,8.08,0.581,23.6,-0.592,-6.92,0.635
"b","1","1","0",-1.37,8.98,2.19,-0.829,5.48,9.95,1.35,5.15,19.7,8.08,0.303,9.93,-0.565,-7.03,-1.37
"b","1","0","0",0.719,8.96,1.11,-2.12,5.36,13.2,13.1,8.46,32.5,8.12,-0.0401,19,-0.489,-7.04,0.719
"b","1","0","0",-0.737,8.95,0.0794,2.16,5.29,12.8,10.9,5.95,-7.93,8.2,-0.452,16.6,-0.377,-6.95,-0.737
"b","1","1","0",-0.275,8.95,1.51,-0.974,5.25,15.6,14,8.56,4.5,8.29,-0.926,15.1,-0.254,-7.34,-0.275
"c","1","0","0",-0.0377,8.96,1.26,-3.08,5.25,11.6,7.23,2.93,5.73,8.39,-1.44,22.9,-0.148,-7.2,-0.0377
"b","0","1","0",-0.551,8.97,1.18,-0.862,5.29,-3.93,3.07,7.01,3.68,8.47,-1.97,12.7,-0.0868,-6.95,-0.551
"c","0","0","1",2.49,8.97,2.31,-1.38,5.35,8.36,4.61,2.79,13.7,8.52,-2.47,9.24,-0.0942,-6.95,2.49
"b","0","1","0",-1.77,8.97,-0.514,0.918,5.41,13.5,3.67,5.05,9.51,8.54,-2.92,10.6,-0.181,-7.18,-1.77
"c","0","0","0",-0.592,8.97,0.589,-1.98,5.46,4.71,4.19,13.6,-2.64,8.53,-3.28,11.5,-0.347,-8.3,-0.592
"c","1","0","0",0.588,8.95,0.427,-4.67,5.5,11.3,10.8,11.8,-2.88,8.48,-3.53,13.8,-0.584,-6.76,0.588
"c","1","0","0",-1.6,8.93,1.57,2.71,5.55,15.9,3.94,9.66,6.9,8.41,-3.65,7.41,-0.879,-7.26,-1.6
"c","1","1","1",0.766,8.91,1.43,0.19,5.61,8.8,2.04,3.25,-0.702,8.33,-3.64,7.19,-1.22,-6.39,0.766
"b","0","0","0",0.018,8.88,2.17,0.164,5.68,13,5.78,6.62,-1.68,8.25,-3.52,10.2,-1.58,-6.88,0.018
"b","0","0","0",0.0517,8.86,-0.214,-3.22,5.79,7.04,13.1,6.16,-0.523,8.19,-3.3,13,-1.96,-5.65,0.0517
"c","1","1","1",3.28,8.84,0.532,-2.92,5.94,9.5,11,3.2,6.49,8.16,-3,18.7,-2.32,-6.69,3.28
"c","0","0","0",-0.104,8.83,2.49,-4.76,6.13,12.2,3.45,7.51,-4.23,8.16,-2.65,6.87,-2.65,-6.89,-0.104
"c","1","0","1",3.66,8.83,0.78,-3.48,6.35,4.03,12.6,2.96,-2.44,8.19,-2.28,19,-2.91,-5.78,3.66
"b","0","1","0",0.333,8.84,0.244,-5.86,6.58,13.2,9.23,3.37,22.1,8.25,-1.92,21.6,-3.09,-6.75,0.333
"c","0","0","0",-0.232,8.85,1.94,-0.929,6.82,-4.99,1.7,10.9,-3.62,8.32,-1.6,11.5,-3.19,-6.05,-0.232
"c","0","0","0",1.31,8.87,1.7,-3.79,7.04,-1.32,10.1,7.82,-12.9,8.4,-1.33,19.6,-3.23,-6.38,1.31
"b","0","0","0",0.975,8.89,0.905,-0.397,7.21,15.7,13.7,7.22,6.96,8.49,-1.11,21.7,-3.24,-7.93,0.975
"c","0","1","0",-1.54,8.91,1.66,3.12,7.32,9.48,1.71,8.14,4.65,8.6,-0.925,11.1,-3.23,-6.66,-1.54
"b","0","0","1",0.51,8.92,2.52,-5.16,7.36,11.2,6.82,4.47,16.6,8.71,-0.774,13.9,-3.2,-6.53,0.51
"b","0","0","0",0.0824,8.93,1.73,-0.252,7.33,28.1,3.67,4.77,3.77,8.82,-0.645,14.9,-3.15,-8.42,0.0824
"b","0","0","1",1.38,8.94,2.73,1.02,7.24,12.6,12.7,5.96,-6.95,8.88,-0.537,23.1,-3.08,-8.21,1.38
"b","1","0","0",-0.00163,8.95,0.449,-1.36,7.08,3.95,11.9,5.2,16.6,8.91,-0.451,9.76,-2.96,-6.11,-0.00163
"b","0","0","0",0.688,8.95,0.58,2.62,6.88,13.1,2.54,2.61,-0.776,8.88,-0.389,23.8,-2.8,-6.03,0.688
"b","0","0","0",1.06,8.95,0.181,-5.46,6.64,7.8,8.9,15.2,0.593,8.81,-0.357,19.6,-2.6,-6.83,1.06
"c","0","0","1",2.95,8.94,1.94,3.6,6.38,18.4,10,11.8,18.5,7.46,-0.358,21.8,-2.39,-7.73,2.95
"b","0","0","0",0.145,8.94,1.76,0.00346,6.11,28.5,12.6,10.9,7.75,8.63,-0.396,7.27,-2.19,-7.42,0.145
"c","0","0","1",3.93,8.94,1.61,-3.89,5.85,9.38,10.8,6.25,-2.35,8.55,-0.465,22.3,-2.03,-7.43,3.93
"b","0","1","0",-0.512,8.94,1.42,1.74,5.62,2.14,3.67,8.77,11.3,8.49,-0.562,12,-1.94,-7.47,-0.512
"b","0","0","0",0.657,8.95,1.04,-4.13,5.42,0.367,11.3,12.4,3.66,8.46,-0.679,11.8,-1.93,-8.42,0.657
"b","0","1","0",-0.826,8.97,2.17,-0.837,5.28,6.02,4.64,3.13,17.6,8.44,-0.81,11.7,-2.02,-7.94,-0.826
"b","0","0","0",-0.0598,8.99,-0.337,-1.72,5.19,2.63,7,6.43,9.99,8.42,-0.943,5.44,-2.21,-6.47,-0.0598
"b","1","1","0",-1.17,9.01,-0.193,-6.87,5.17,-1.69,3.79,10.2,27.1,8.38,-1.07,16.2,-2.47,-6.46,-1.17
"b","1","1","1",-1.21,9.04,1.01,4.45,5.19,11.8,4.23,8.12,10.6,8.32,-1.17,19.8,-2.77,-5.7,-1.21
